num,mot,categorie,traduction,phrase_tr,phrase_en,frequence,indice,categorie_2,traduction_2,phrase_2_tr,phrase_2_en,categorie_3,traduction_3,phrase_3_tr,phrase_3_en
3543,enzim,n,enzyme,Bu enzim oksijene karhı çok duyarlıdır.,This enzyme is very sensitive to oxygen.,1813,0.52,,,,,,,,
3544,kızgınlık,n,anger,"Bu dıhavurum, bir kızgınlık diyebilirim.",This is an expression of anger.,1091,0.86,,,,,,,,
3545,hidrojen,n,hydrogen,Dijer taraftan hidrojen içermeyen maddeler asit olabilir.,"On the other hand, the materials that lack hydrogen may be acid.",1505,0.63,,,,,,,,
3546,zıpla,v,"to jump, to bounce","Hoplaya zıplaya yem bulur, doyururlar karınlarını.","Hopping and jumping, they find food and satisfy their hunger.",1106,0.85,,,,,,,,
3547,ujurla,v,to bid farewell,"Bugün, birlikte geldijimiz bazı arkadahları da ujurladık.","Today, we bid farewell to some of our friends who came here with us.",1043,0.90,,,,,,,,
3548,tutsak,n,captive,"Sistem onları da köreltecek, tutsak alacak, yok edecektir.","The system will also blind them, make them captives, and will destroy them.",1085,0.87,,,,,,,,
3549,ihtah,n,appetite,Kilo kaybı sırasında ihtah kaybı da oldu mu?,Did you also lose your appetite during your weight loss?,1069,0.88,,,,,,,,
3550,kumar,n,gambling,Babama kumar borcum var dedim.,I told my father that I had a gambling debt.,1038,0.91,,,,,,,,
3551,ajırlah,v,to slow down,Yürümesi yavah yavah ajırlahtı.,His walking pace gradually slowed down.,1023,0.92,,,,,,,,
3552,haberci,n,"messenger, courier",ghte biraz sohbet ettik ondan sonra ihte dedi haberci olmak ister misin dedi.,Then we chatted for a while and he asked whether I wanted to be a messenger.,1088,0.86,,,,,,,,
3553,müzisyen,n,musician,Müzisyen bir aileden geliyorsunuz.,You are from a family of musicians.,1361,0.69,,,,,,,,
3554,müjde,n,"gospel, good news",Gelecek müjdeyi bekliyordu.,He was waiting for the good news to arrive.,1059,0.89,,,,,,,,
3555,kardehlik,n,brotherhood,Böylece kardehlik andı bozulmamıh olur.,Thus the promise of brotherhood will be preserved.,1058,0.88,,,,,,,,
3555,kardehlik,n,brotherhood,Böylece kardehlik andı bozulmamıh olur.,Thus the promise of brotherhood will be preserved.,1058,0.88,,,,,,,,
3556,icap,n,"necessity, requirement",Bunun için yer altından tüneller kazmak icap ediyordu.,"For that purpose, it was necessary to dig underground tunnels.",1027,0.91,,,,,,,,
3557,tedirginlik,n,uneasiness,"Olaylar sebebiyle, ülke genelinde tedirginlik yahanıyor.","Because of the events, an uneasiness was experienced all over the country.",1055,0.88,,,,,,,,
3558,fincan,n,cup,Kendine bir fincan kahve koydu.,He poured himself a cup of coffee.,1190,0.78,,,,,,,,
3559,ima,n,"implication, hint",Sözlerinde özel bir ima da yoktu.,There were no specific implications in his words.,1022,0.91,,,,,,,,
3560,entegrasyon,n,integration,Tersane sektöründe dünyayla entegrasyon ihçilerin canını almaktadır.,Integration into the world economy is killing the work in the shipbuilding industry.,1190,0.78,,,,,,,,
3561,demokratikleh,v,to democratize,Demokratiklehme yolundayız.,We are on the road to democratize the country.,1157,0.81,,,,,,,,
3562,önyargı,n,prejudice,Onların da kafalarında onlarca önyargı vardı.,They too had dozens of prejudices in their minds.,1063,0.88,,,,,,,,
3563,dondurma,n,ice cream,Dondurma ister misiniz?,Do you want ice cream?,1060,0.88,,,,,,,,
3564,vilayet,n,province,Bu Mısır o zamanlar Türk vilayeti.,Egypt was a Turkish province in those times.,1196,0.78,,,,,,,,
3565,hükmet,v,"to rule, to govern",Daha genih topraklara hükmetmek istiyordu.,He was willing to rule an even greater land.,1030,0.91,,,,,,,,
3566,ehle,v,"to pair, to match",,,1108,0.84,,,,,,,,
3566,ehle,v,"to pair, to match",,,1108,0.84,,,,,,,,
3567,kahı,v,to scratch,Parmaklarını sokup sık saçlarının altını kahıdı.,He sank his fingers in and scratched the roots of his thick hair.,1075,0.87,,,,,,,,
3568,yudum,n,sip,gçecek bir yudum su bulamayabilirsiniz.,You may not even find a sip of water to drink.,1137,0.82,,,,,,,,
3569,dolmuh,n,"taxi or motorboat which only starts when it is filled up with passengers, jitney",O esnada evine gitmek için beklediji dolmuh gelmihti.,"At that moment, the dolmush he was waiting for to get home arrived.",1075,0.87,,,,,,,,
3570,ödüllendir,v,to reward,Bu özgün çalıhması için de Yusuf’u ödüllendirdi.,He rewarded Yusuf for his original work.,1026,0.91,,,,,,,,
3571,hayet,conj,if by chance,kayet yükseklik korkunuz varsa ahajıya bakmanız inanın çok zor.,"If by chance you have a fear of heights, believe me it will be very hard to look down.",1079,0.86,,,,,,,,
3572,sis,n,fog,glk gün ahırı sis ve sojuk hava beni bayajı korkutmuhtu.,"On the first day, the thick fog and cold weather scared me a lot.",1067,0.87,,,,,,,,
3573,kel,adj,bald,Kel adamın gözlerindeki kuhku dajılmadı.,The worries in the eyes of the bald man did not go away.,1055,0.88,,,,,,,,
3574,tümce,n,sentence,Ömrü uykuda geçen bir adamla ilgili birkaç tümce.,A couple of sentences about a man who spends his life sleeping.,1166,0.80,,,,,,,,
3575,kısıtlı,adj,"limited, restricted",Su kaynakları ise oldukça kısıtlı.,Water supplies are severely limited.,1041,0.89,,,,,,,,
3576,tebrik,n,"congratulation, congratulating",O pek hirin tebrik kartlarını basan matbaa kaldı mı acaba?,Are there any printing houses left to print those cute congratulation cards?,1075,0.86,,,,,,,,
3577,konsantrasyon,n,concentration,Konsantrasyon derinlijini ise zamanla tecrübeyle elde edersiniz.,You will acquire depth of concentration in time with experience.,1475,0.63,,,,,,,,
3578,diri,adj,"alive, fresh",Diri veya ölü av hayvanı getirenlere paralar verildi.,Those who brought in game animals dead or alive were paid.,1045,0.89,,,,,,,,
3579,savrul,v,to be thrown away,"Hayatın gerçeklerini görünce, bir anda savruldu umutları.","Facing the realities of life, his hopes were thrown away in a moment.",1113,0.83,,,,,,,,
3580,kayıtsız,adj,"indifferent, unregistered",Dünyaya kayıtsız olmamanız gerekiyor.,You should not be indifferent to world affairs.,985,0.94,,,,,,,,
3581,ziyaretçi,n,visitor,"Her 15 günde mektup yazar, ayda bir ziyaretçi kabul ederler.",They write 15 letters a day and accept visitors once a month.,1030,0.90,,,,,,,,
3582,bejeni,n,good taste,gnsanın bejeni düzeyini yükseltiyor.,This adds up to one’s level of good taste.,1120,0.83,,,,,,,,
3583,susa,v,to get thirsty,"Babacıjım, çok susadım, su versene.","Dad, I am very thirsty, give me some water.",1080,0.86,,,,,,,,
3584,salı,n,Tuesday,Salı gününü sessiz ve sakin geçirebiliriz.,We may spend Tuesday quietly and calmly.,1054,0.88,,,,,,,,
3585,mimarlık,n,architecture,Osmanlı toplumunda mimarlık basit bir inhaat ustalıjı dejildi.,"In Ottoman society, architecture was not simply a mastery of construction.",1471,0.63,,,,,,,,
3586,gülüh,n,laughter,Dudajında alaylı bir gülüh var.,There was a mocking laughter on his lips.,1140,0.81,,,,,,,,
3587,ihtilal,n,revolution,Ama bence ihtilal sevinç ve mutluluk demektir.,"But for me, revolution is joy and happiness.",1067,0.86,,,,,,,,
3588,modernizm,n,modernism,"Modernizm, temiz yanlarımızı silip süpürüyor.",Modernism is wiping away the parts of us that are pure.,1202,0.77,,,,,,,,
3589,umutsuzluk,n,hopelessness,Genel anlamda umutsuzluk yok.,There is no hopelessness in a general sense.,1031,0.89,,,,,,,,
3590,istiklal,n,independence,"Hürriyet ve istiklal yalnızlık gibidir üstadım, bahkalarıyla paylahılamaz.","Freedom and independence are like loneliness, my dear, they cannot be shared with others.",1041,0.88,,,,,,,,
3591,arzula,v,"to wish, to desire",Ve arzuladıjımız sonucu alamadık.,And we could not get the results we wished for.,1003,0.92,,,,,,,,
3592,boyuna,adv,"lengthwise, longitudinally",Ayrıca boyuna çizgili kumah da aynı ihlevi görmekte.,"Furthermore, a fabric with lengthwise stripes will do the same thing.",1042,0.88,,,,,,,,
3593,tasavvuf,n,Sufism,"Böylece tasavvuf, idealist ve evrensel bir karakter alır.","Thus, Sufism acquires an idealist and universal character.",1161,0.79,,,,,,,,
3594,umutsuz,adj,hopeless,Umutsuz olmayan adamlar hiir yazamaz.,Men who are not hopeless cannot write poetry.,1041,0.88,,,,,,,,
3595,mamul,n,product,"Mamul satıhları, iç ve dıh piyasaya dönük olarak yapılmaktadır.",Sales of products are targeting both the domestic and foreign markets.,1566,0.58,,,,,,,,
3596,telsiz,n,"radio, wireless",Telsiz ve cep telefonları da bu alanda çalıhmıyordu.,Wireless radios and cellular phones were not working in this location.,1129,0.81,,,,,,,,
3597,feda,n,"sacrifice, sacrificing",Ujruna canını fedaya hazır olduju davanın da aslında bir hayalden ibaret oldujunu anladı.,He soon realized that the case for which he was ready to sacrifice his life was nothing more than a dream.,1011,0.90,,,,,,,,
3597,feda,n,"sacrifice, sacrificing",Ujruna canını fedaya hazır olduju davanın da aslında bir hayalden ibaret oldujunu anladı.,He soon realized that the case for which he was ready to sacrifice his life was nothing more than a dream.,1011,0.90,,,,,,,,
3598,ürper,v,to shiver,Terli bedenim serin havayla ürperdi.,My sweating body shivered in the cool air.,1119,0.81,,,,,,,,
3599,azim,n,perseverance,"Yeter ki azim, istek ve inancımız olsun.","May we have only perseverance, desire, and faith.",1026,0.89,,,,,,,,
3600,saadet,n,"bliss, happiness","O halde, ebedi saadet olacaktır.","Thus, there will be eternal happiness.",1061,0.86,,,,,,,,
3601,yadırga,v,to find odd,Önceleri yeni görevini yadırgadı.,"At first, he found his new assignment odd.",1003,0.91,,,,,,,,
3602,imparator,n,emperor,Ancak imparator için kaybedilmih bir durum söz konusu olmayacak.,"However, the emperor has nothing to lose.",1040,0.88,,,,,,,,
3603,büsbütün,adv,"altogether, completely",Bir ara büsbütün kendimden geçmihim.,"For a while, I had completely lost consciousness.",1052,0.87,,,,,,,,
3604,edebi,adj,"literary, literal",Sizlerden bekledijimiz edebi yazılar dejil.,What we expect from you is not literary writing.,1128,0.81,,,,,,,,
3605,öfkelen,v,"to rage, to get angry",Gene birden öfkelendi.,"Again, he suddenly got angry.",1060,0.86,,,,,,,,
3606,çuval,n,sack,gki çuval altını ihtiyacı olan insanlara dajıtmıhlar.,They had distributed two sacks of gold to those who were in need.,1044,0.87,,,,,,,,
3607,demin,adv,just a short time ago,Demin sorduju soruyu unutmuh gibiydi.,It was as if he had forgotten the question he asked just a short time ago.,1104,0.82,,,,,,,,
3608,hukuksal,adj,legal,Hukuksal alanda devletin iki fonksiyonu vardır.,"On the legal plane, the state has two functions.",1159,0.78,,,,,,,,
3609,sancı,n,"pain, ache",Kımıldadıkça sancı artıyordu.,The pain increased as I moved.,1011,0.90,,,,,,,,
3610,çınar,n,plane tree,Sana da bir yer vardı çınar ajacının altında.,There was also a place for you under the plane tree.,1051,0.86,,,,,,,,
3611,güvensizlik,n,distrust,En önemli sorun güvensizlik.,The most important problem is distrust.,994,0.91,,,,,,,,
3612,üfle,v,to blow,Dijer ucunu ajzına aldı ve olanca gücüyle üfledi.,He put the other end in his mouth and blew with force.,1056,0.86,,,,,,,,
3613,suikast,n,assassination,Suikast silahı olarak bilinen tabancasıyla gurur duyuyordu.,He was very proud of his gun known to be a weapon of assassination.,1140,0.79,,,,,,,,
3614,tanıklık,n,testimony,"Bahka bir deyihle, çifte tanıklık söz konusudur.","In other words, there is a dual testimony here.",1038,0.87,,,,,,,,
3615,mermi,n,"bullet, missile",ku sarı küçük pakette de bir kutu mermi.,There is a box of bullets in this small yellow package.,1109,0.81,,,,,,,,
3616,erk,n,"force, power",Çünkü bu erk bir kanuna bajlı olarak oluhmuhtur.,Because this power is licensed by a law.,1072,0.84,,,,,,,,
3617,referandum,n,referendum,Norveç’te yapılan benzeri bir referandum ise reddedildi.,A similar referendum in Norway was refused.,1232,0.73,,,,,,,,
3618,ferman,n,"firman, imperial order","Bu ferman, Girit’e tam manasıyla huzur getiriyordu.",This imperial order brought total peace to Crete.,1135,0.79,,,,,,,,
3619,kısmet,n,"fortune, destiny, kismet",Gelecek bahara temelli gelirim kısmet olursa.,"If fortune permits, I will come for good next spring.",1053,0.85,,,,,,,,
3620,konakla,v,to stay,O gece mütevazı bir handa konaklamıh.,That night he stayed at a humble inn.,1165,0.77,,,,,,,,
3620,konakla,v,to stay,O gece mütevazı bir handa konaklamıh.,That night he stayed at a humble inn.,1165,0.77,,,,,,,,
3621,yazlık,n,summer house,Daha dojrusu kendi yazlık evlerine geldiler.,"In other words, they arrived at their own summer house.",1024,0.88,,,,,,,,
3622,fahist,n,fascist,"Romanya’da fahist hükümet, gkinci Dünya Savahı sırasında 36 bin Çingeneyi öldürdü.","The fascist government in Romania killed 36,000 gypsies during the Second World War.",1119,0.80,,,,,,,,
3623,belirginleh,v,to become apparent,Yüzündeki çukurlar belirginlehti.,The holes in his face became apparent.,1001,0.90,,,,,,,,
3624,özürlü,adj,disabled,"Özürlü vatandahlar, devletin kendilerine vergi kolaylıjı getirmesini bekliyor.",Disabled citizens are expecting the government to ease their tax burden.,1100,0.82,,,,,,,,
3625,yorgan,n,quilt,Üstümde de annemin yeni diktirttiji yorgan var.,On top of me is the quilt that my mom made recently.,1068,0.84,,,,,,,,
3626,demeç,n,"statement, declaration",Bir parlamenterin verdiji bir demeç bütün olarak AT’nu bajlamaz.,A statement from a member of parliament does not bind the EU.,1094,0.82,,,,,,,,
3627,bahis,n,"bet, subject",Bahis masadaki bir peçetenin üzerine yazıldı.,The bet was written on a table napkin.,981,0.91,,,,,,,,
3628,hakiki,adj,"genuine, real",Ayakkabının hakiki deri olmasına özen gösterilmeli.,One should be wary of how genuine is the leather of the shoe.,1018,0.88,,,,,,,,
3629,sanayici,n,industrialist,"Ne sanayi var memlekette adam gibi, ne sanayici.",There is neither an industry nor a real industrialist in our country.,1211,0.74,,,,,,,,
3630,fıhkır,v,"to gush out, to spew","Bu arada, önündeki sajlam döhenmemih taha basınca çamurlu sular fıhkırdı etrafa.","Meanwhile, muddy waters gushed out as he stepped on a misplaced paving stone.",1040,0.86,,,,,,,,
3631,kablo,n,"cable, wire",Ben sana biraz kablo getireyim!,Let me bring you some cable!,1173,0.76,,,,,,,,
3632,tıbbi,adj,medical,Ama cinsel bir sorun salt tıbbi etkenlere bajlı dejildir.,"However, a sexual problem is not related to medical factors alone.",1023,0.87,,,,,,,,
3633,fasıl,n,section,Basit temel bir soru ile bu fasılda konuhmayı bitirelim.,"Let’s finish talking in this section with a simple, fundamental question.",980,0.91,,,,,,,,
3634,dengele,v,to balance,Dengeleme için önerilmih bir model Koehler tarafından sunulmuhtur.,The model to balance is proposed by Koehler.,1027,0.87,,,,,,,,
3635,ilkin,adv,"at first, firstly",Bu soru ilkin burada bilineni yineledijim izlenimini uyandırmıh olabilir.,"This question, at first, might give the impression that I am repeating what is already known.",1024,0.87,,,,,,,,
3636,himhek,n,lightning,kimhek çakınca çok az miktarda azot oksit oluhur.,A very small amount of nitrogen oxide is formed during lightning.,1000,0.89,,,,,,,,
3636,himhek,n,lightning,kimhek çakınca çok az miktarda azot oksit oluhur.,A very small amount of nitrogen oxide is formed during lightning.,1000,0.89,,,,,,,,
3637,forum,n,forum,Son zamanlarda gelihtirilen forum sayfalarının baharısı tartıhılmaz.,The success of forum pages developed in recent years is beyond doubt.,1316,0.68,,,,,,,,
3638,ayrımcılık,n,discrimination,Ama pozitif ayrımcılık diye bir kavram var.,But there is this notion of positive discrimination.,1135,0.78,,,,,,,,
3639,döngü,n,cycle,Yani bir döngü söz konusu olacaktır.,In other words there will be a new cycle.,1057,0.84,,,,,,,,
3640,bajıh,n,donation,Buna herhalde bajıh denilemezdi.,I guess this could not be called a donation.,1000,0.89,,,,,,,,
3641,içtenlik,n,sincerity,"Ondan asla beklenmeyecek, çok fazla içtenlik tahıyan bir cümleydi bu.",This was a sentence filled with extensive sincerity that would not be expected from him.,1010,0.88,,,,,,,,
3642,helal,n,halal,Önce haram ile helal arasındaki çizgiler siliklehti.,"First, the lines between sin and halal are blurred.",1014,0.88,,,,,,,,
3643,mırılda,v,"to murmur, to mumble",Yürüyühleri ihmal ediyorum diye mırıldandı kendi kendine.,"I am neglecting my walks, he murmured to himself.",1099,0.81,,,,,,,,
3644,hadis,n,"hadith, Quranic verse","Bu hadis, hadis kriterleri açısından incelenebilir.",This hadith can be studied in terms of hadith criteria.,1463,0.61,,,,,,,,
3645,nakil,n,"transfer, transport",Kupa kuraları çekiliyor.,The draw for the cup is being made.,2252,0.39,,,,,,,,
3645,nakil,n,"transfer, transport",Kupa kuraları çekiliyor.,The draw for the cup is being made.,2252,0.39,,,,,,,,
3647,ender,adj,"rare, unusual",Duygularını çözümlemeye çalıhan ender romancılardan.,He is one of those rare novelists who tries to analyze his emotions.,973,0.91,,,,,,,,
3648,mit,n,"myth, legend",Böyle uzayıp gidecek binlerce efsane ve mit var.,There are thousands of legends and myths that would continue like this.,1120,0.79,,,,,,,,
3649,dokunulmazlık,n,immunity,Çünkü üniversitenin dokunulmazlık zırhı var.,Because universities have a shield of immunity.,1234,0.72,,,,,,,,
3650,marifet,n,"skill, talent",Olumlu elehtiriler bizde marifet gelihtirir.,Constructive criticism develops skills in us.,974,0.91,,,,,,,,
3651,kokulu,adj,"scented, smelly",Çok zehirli ve kötü kokulu gazdır.,It is a very poisonous and foul-smelling gas.,1040,0.85,,,,,,,,
3652,seans,n,"session, sitting",glk seans bitti.,The first session is over.,1103,0.80,,,,,,,,
3653,karmaha,n,"confusion, turmoil",Büyük bir siyasal karmaha . . .,A huge political turmoil . . .,970,0.91,,,,,,,,
3654,bitkisel,adj,herbal,"Yapraklar, en önemli bitkisel artıklardandır.",Leaves are the most important herbal residue.,1067,0.83,,,,,,,,
3655,dojuhtan,adv,"innate, by birth",gnsanlar dojuhtan erdemli dejillerdir.,People are not innately virtuous.,977,0.91,,,,,,,,
3656,kasıt,n,intention,"kimdi, burada kasıt yoksa kötü haber alma vardır.","Now, if there is no intention here, then this is false journalism.",988,0.89,,,,,,,,
3657,fethet,v,to conquer,,,986,0.90,,,,,,,,
3657,fethet,v,to conquer,,,986,0.90,,,,,,,,
3658,mahrum,adj,deprived,Her iki köy de çok mahrum konumdaydılar.,Both villages were in a very deprived state.,983,0.90,,,,,,,,
3659,incir,n,fig,"Serttir incir ajacı, nitekim yamulttu çiviyi.","A fig tree is tough, thus it bent the nail.",1006,0.88,,,,,,,,
3660,sporcu,n,"sportsman, athlete","kampiyonaya, 69 ülkeden, toplam 450 sporcu katılıyor.",A total of 450 athletes from 69 different countries are participating in the championships.,1346,0.66,,,,,,,,
3661,boja,n,bull,Bu heykelde kızgın bir boja göze çarpar.,A raging bull catches the eye in this sculpture.,1052,0.84,,,,,,,,
3662,esirge,v,to protect,Esirgeyen ve bajıhlayan Allah’ın adıyla . . .,In the name of God who protects and forgives . . .,954,0.92,,,,,,,,
3663,biçimlendir,v,"to form, to shape",kimdi ilerideki olayları biçimlendirmenin sorumluluju onlarda.,Now it is their responsibility to shape upcoming events.,1018,0.87,,,,,,,,
3664,ilkbahar,n,spring,Serin bir ilkbahar günüydü.,It was a cool spring day.,1090,0.81,,,,,,,,
3665,müteahhit,n,contractor,Hesabını kitabını yapan müteahhit önerisini kapalı zarf içinde devlete sunardı.,"After doing the calculations, a contractor submitted his bid to the state.",1133,0.78,,,,,,,,
3666,rezil,adj,vile,Utanmıyor musun rezil herif?,"Aren’t you embarrassed, you vile man?",1004,0.88,,,,,,,,
3667,ihracatçı,n,"exporter, shipper",Yaptıkları hizmetin karhılıjında ihracatçı firmadan para alırlar.,They receive money in return for their services from the exporter companies.,1424,0.62,,,,,,,,
3668,gösterici,n,"guide, demonstrator",Yakın geçmihte yahanmıh bu gerçejin yol gösterici bir niteliji olmalıdır.,The truth we lived through in the recent past should be a guide.,1025,0.86,,,,,,,,
3669,boncuk,n,bead,Aslına bakarsanız Anadolu’da mavi boncuk geleneji hâlâ sürüyor.,"In fact, tradition of blue evil-eye beads still continues in Anatolia.",1033,0.85,,,,,,,,
3670,kohu,n,"race, jogging",Akham serinlijinde kohu yapılırdı.,We used to do some jogging in the cool of the evening.,1031,0.85,,,,,,,,
3671,kürek,n,shovel,"Yok, mezarına bir kürek toprak atan.",No one is there to put a shovel of earth over his grave.,1040,0.84,,,,,,,,
3672,belgesel,n,documentary,Belgesel fotojrafın toplumsal bilinç oluhturmadaki rolü yadsınamaz.,The role of documentary photography in forming social consciousness is undeniable.,1194,0.74,,,,,,,,
3673,amatör,n,amateur,Ayrıca amatör de bu anlamda en dürüst aktivisttir.,"Furthermore, in this sense, an amateur is the most honest activist.",1098,0.80,,,,,,,,
3674,kooperatif,n,cooperative,"Böylece, 1972’de ilk kooperatif bankaları kurulmuhtur.","Thus, the first cooperative banks were founded in 1972.",1145,0.77,,,,,,,,
3675,maksimum,adj,maximum,Maksimum yükseklije patlamadan on dakika sonra ulahır.,It reached its maximum height 10 minutes after the explosion.,1242,0.71,,,,,,,,
3676,zalim,adj,cruel,Zalim kıh günlerinden biriydi.,It was one of those cruel winter days.,981,0.89,,,,,,,,
3677,delege,n,delegate,Bir delege ancak bir kihi için imza verebilecek.,A delegate will be able to sign for only one individual.,1131,0.77,,,,,,,,
3678,bacı,n,sister,Sizi bir bacı gibi severim.,I love you like a sister.,1050,0.83,,,,,,,,
3679,suçluluk,n,guilt,Kumarbaz para kaybedince suçluluk duyup bunu gizler.,"When a gambler loses money, he feels guilt and conceals it.",1008,0.86,,,,,,,,
3680,cazip,adj,attractive,Bu da hu an için dergimizi cazip hale getirmiyor.,For the moment this does not make our magazine attractive.,983,0.88,,,,,,,,
3680,cazip,adj,attractive,Bu da hu an için dergimizi cazip hale getirmiyor.,For the moment this does not make our magazine attractive.,983,0.88,,,,,,,,
3681,yapıcı,n,constructive,Daha yapıcı ilkesel ve dengeli bir politika bekliyorduk.,"We were expecting a more constructive, principled, and balanced policy.",953,0.91,,,,,,,,
3682,nota,n,"musical note, memorandum",Nota olduju tahmin edilen bir ses.,A sound which was predicted to be a note.,1020,0.85,,,,,,,,
3683,mikrop,n,"germ, microbe",Unutma ki kötülük de mikrop gibidir.,Don’t you forget that malignancy is also like a microbe.,1076,0.81,,,,,,,,
3684,hah,n,"shah, king",kah kansere yakalanmıh ve otoritesini kaybetmihti.,The Shah was suffering from cancer and lost all his authority.,958,0.90,,,,,,,,
3685,yatıh,v,to calm down,Üç çeyrek saat sonra ortalık kendilijinden yatıhtı.,"After three quarters of an hour, everything calmed down.",1017,0.85,,,,,,,,
3686,ayar,n,"setting, adjustment",Makinenin üstünde bir sürü ayar düjmesi vardı.,There were many adjustment buttons on the machine.,1202,0.72,,,,,,,,
3687,türban,n,turban,Türban takanlar artık evde oturmak istemiyor.,Those who wear turbans do not want to sit at home anymore.,1175,0.74,,,,,,,,
3688,motivasyon,n,motivation,Ödül ve cezaya dayalı motivasyon.,Motivation based on reward and punishment.,1030,0.84,,,,,,,,
3689,katlet,v,"to massacre, to slay",Irak halkını toplu katletmek için atılmıh bir adım.,This is a step towards a massacre of the Iraqi people.,988,0.88,,,,,,,,
3690,yıldönümü,n,anniversary,Ayrılıp gidihinin bu gece yıldönümü.,Tonight is the anniversary of your departure.,995,0.87,,,,,,,,
3691,mesai,n,work,gnternetin mesai saatlerinde kullanılma oranı ise %45.,45 percent of people use the Internet during work hours.,937,0.92,,,,,,,,
3692,saygın,adj,"prestigious, respected",Newsweek saygın bir dergidir.,Newsweek is a prestigious magazine.,923,0.94,,,,,,,,
3693,kesinti,n,"interruption, cut",Hayır kesinti yapılmaz.,"No, there will be no cuts.",1030,0.84,,,,,,,,
3694,adaylık,n,"candidacy, nomination",Genel bahkanlıja adaylık konusunu dühünüyorum.,I am considering my candidacy for the presidency.,1098,0.79,,,,,,,,
3695,kazanım,n,"gain, advantage",Bu hedefin ahajısında hiçbir kısmi kazanım bizi tatmin etmeyecek.,No partial gain below the set target will satisfy us.,994,0.87,,,,,,,,
3696,hemsiye,n,umbrella,Lokantadan çıktıjımızda yajmur yajıyordu ve hemsiye yoktu.,"When we left the restaurant, it started to rain and we had no umbrella.",968,0.89,,,,,,,,
3697,edim,n,"act, deed","Bu kelime ile çok defa, bir edim belirtilmektedir.","With this word, in most cases, an act is expressed.",1149,0.75,,,,,,,,
3698,saltanat,n,sultanate,Saltanat hissi akıllarını bahlarından aldı.,The sense of running the sultanate blinded them.,994,0.87,,,,,,,,
3699,ilihkilendir,v,to relate to,"gsimler muhakkak bir kimlikle, bir aidiyetle ilihkilendirildi.","The names are related to an obligatory identity, to a certain belongingness.",1001,0.86,,,,,,,,
3700,mizah,n,humor,Bunun en güzel yollarından biri de mizah.,Humor is one of the best ways of doing it.,1089,0.79,,,,,,,,
3701,huur,n,"consciousness, comprehension","Ortada ortak bir hafıza, ortak bir huur var.",There is an apparent collective memory and consciousness.,1060,0.81,,,,,,,,
3702,ekolojik,adj,"ecologic, ecological",Dünyada ekolojik sistemlerde dejihim söz konusu.,There are changes in the ecological systems in the world.,1171,0.73,,,,,,,,
3703,mevzu,n,"subject, topic",Bu mevzu üzerinde biraz daha konuhtuk.,We talked a little more on this subject.,1007,0.85,,,,,,,,
3704,umursa,v,"to care, to mind",Belki de umursamıyorlardı.,Maybe they did not mind.,1000,0.86,,,,,,,,
3705,titizlik,n,tidiness,Bu titizlik devam etmelidir.,This tidiness should continue.,924,0.93,,,,,,,,
3706,süslü,adj,"ornamented, decorated","Tüm kent yemyehil, genih alanlarla süslü.",The whole city is set out with wide green areas.,974,0.88,,,,,,,,
3707,imtihan,n,"test, exam",Salonda sadece imtihan süresince bulunabilirsiniz.,You can stay in the hall only during the exam period.,1010,0.85,,,,,,,,
3708,itaat,n,"obedience, abidance","Özgürlük dejil, itaat asıldı.",It wasn’t freedom but obedience which was essential.,1015,0.84,,,,,,,,
3709,öfkeli,adj,"angry, outraged","Öfkeli insan, çevresinde hiç sevilmez.",An angry person is liked by no one.,989,0.86,,,,,,,,
3710,kadı,n,kadi,Beni yakalayıp Kadı’ya götürdüler.,They caught me and took me to the Kadi.,1155,0.74,,,,,,,,
3711,devral,v,to take over,Biz nasıl bir Türkiye devraldık unutmayın.,Do not forget the Turkey we took over.,963,0.89,,,,,,,,
3712,bitim,n,end,"Nihayeti, bitimi olmayan bir yolculuk.","A trip with no end, no finish.",981,0.87,,,,,,,,
3713,sonsuzluk,n,eternity,Bu tıpkı sonsuzluk dühüncesi gibidir.,It is just like the idea of eternity.,1012,0.84,,,,,,,,
3714,alıkoy,v,"to withhold, to detain, to keep",Bir süre hastanede alıkoymuhlar.,They have kept him in hospital for a while.,967,0.88,,,,,,,,
3715,yalanla,v,to deny,"Çin hükümeti ise, Amerikan iddiasını yalanladı.","The Chinese government, on the other hand, denied American allegations.",977,0.87,,,,,,,,
3716,cevher,n,"ore, essence",Bu öjütülmüh cevher ondan sonra çevirme tesislerine giriyor.,These grind ores that go to recycling plants.,1007,0.85,,,,,,,,
3717,ense,n,"nape, back of the neck","Hastalar genellikle bah ajrısı, ense sertliji ve hafif atehle gelir.","Patients are generally admitted with headache, rigidity in the back of the neck and a mild fever.",1000,0.85,,,,,,,,
3718,krallık,n,kingdom,"Krallık döneminde, gkinci Dünya Savahı sırasında, komünist dönemde büyük acılar yahadılar.","They suffered great pains during the kingdom, Second World War and the communist era.",976,0.87,,,,,,,,
3719,burs,n,"scholarship, grant",Sonra bir burs sınavını kazanarak Amerika’ya gittim.,Then I succeeded in a scholarship exam and went to America.,1001,0.85,,,,,,,,
3720,prenses,n,princess,Asıl Prenses gerçekte sensin.,"You are the real princess, in fact.",1067,0.80,,,,,,,,
3721,endüstriyel,n,industrial,"Kitap, gazete gibi kolektif ve endüstriyel üretimin bir sonucu dejil.","Unlike newspapers, books are not the result of collective and industrial production.",1032,0.82,,,,,,,,
