id;word_id;question_type;text;option_1;option_2;option_3;option_4;correct_answer;note
907;907;1;"How do you translate ""administration"" in Turkish ?";idage;idare;idage;komlot;2;
908;908;1;"How do you translate ""window"" in Turkish ?";duvar;pencere;kapı;bencere;2;
909;909;1;"How do you translate ""positive, affirmative"" in Turkish ?";olumsuz;olumlu;muspet;nusret;2;
910;910;1;"How do you translate ""interesting"" in Turkish ?";ilginç;tekdüze;sıkıcı;zevksiz;1;
911;911;1;"How do you translate ""time, times"" in Turkish ?";kere;difa;kiz;ter;1;
912;912;1;"How do you translate ""factor"" in Turkish ?";faktör;rectör;mectör;fakter;1;
913;913;1;"How do you translate ""North"" in Turkish ?";kuzey;doğu;guney;batı;1;
914;914;1;"How do you translate ""minister"" in Turkish ?";belediye başkanı;imparator;bakan;başkan;3;
915;915;1;"How do you translate ""fish"" in Turkish ?";böcek; haşere;balık; kuş;3;
916;916;1;"How do you translate ""record"" in Turkish ?";sayat;hayat;kayıt;makat;3;
917;917;1;"How do you translate ""red"" in Turkish ?";kırmızı;mavi;beyaz;yeşil;1;
918;918;1;"How do you translate ""trouble"" in Turkish ?";dert;bert;mert;sert;1;
919;919;1;"How do you translate ""early"" in Turkish ?";erken;geç;gece;cabuk;1;
920;920;1;"How do you translate ""to record"" in Turkish ?";kaydetmek;kaydenmek;çaydenmek;bilingemek;1;
921;921;1;"How do you translate ""to cover with"" in Turkish ?";bulamak;çulanmak;benlamak;uydumak;1;
922;922;1;"How do you translate ""to lie down, to stretch out"" in Turkish ?";duyunmak;uyunmak;suygunmak;uzanmak;4;
923;923;1;"How do you translate ""page"" in Turkish ?";paj;kitap pajı;sınıfta;sayfa;4;
924;924;1;"How do you translate ""including"" in Turkish ?";hariç;dahil;dışında;haric;2;
925;925;1;"How do you translate ""free"" in Turkish ?";kos;setest;serbest;nunert;3;
926;926;1;"How do you translate ""sentence, totality"" in Turkish ?";soz;cümle;paragraf;sayfa;2;
927;927;1;"How do you translate ""to hide, to conceal"" in Turkish ?";ligenmek;panlamak;saklamak;genlemek;3;
928;928;1;"How do you translate ""authority"" in Turkish ?";yetki;baire;vatandaşlık;yurttaşlık;1;
929;929;1;"How do you translate ""rich, wealthy"" in Turkish ?";zengin;fakir;bilak;varlikli;1;
930;930;1;"How do you translate ""story"" in Turkish ?";öykü;belek;oyku;melte;1;
931;931;1;"How do you translate ""island"" in Turkish ?";suda;oda;ada;mada;3;
932;932;1;"How do you translate ""to devote"" in Turkish ?";adanmak;sanmak;adamak;güvenmek;3;
933;933;1;"How do you translate ""hospital"" in Turkish ?";belediye;saray;hastane;bahçe;3;
934;934;1;"How do you translate ""to send"" in Turkish ?";çozmak;yollamak;bilenmek;öğrenmek;2;
935;935;1;"How do you translate ""manner, attitude"" in Turkish ?";avar;tavır;tanar;tanır;2;
936;936;1;"How do you translate ""to watch"" in Turkish ?";setretmek;seretmek;seyredmek;seyretmek;4;
937;937;1;"How do you translate ""heart"" in Turkish ?";sonu;gönül;konu;bermek;2;
938;938;1;"How do you translate ""definite, specific, certain"" in Turkish ?";belirli;besirli;benirli;benali;1;
939;939;1;"How do you translate ""material, supplies, equipment"" in Turkish ?";manzeme;malzeme;mazzeme;urun;2;
940;940;1;"How do you translate ""sale"" in Turkish ?";iskonto;satış;tenzilât;fiyat;2;
941;941;1;"How do you translate ""conclusion"" in Turkish ?";getirme;mestapit;tespit;bitis;3;
942;942;1;"How do you translate ""ball"" in Turkish ?";bal;tip;kafes;top;4;
943;943;1;"How do you translate ""hope"" in Turkish ?";sumut;unut;umut;tumult;3;
944;944;1;"How do you translate ""the other one"" in Turkish ?";nultu;baska;merlem;diğeri;4;
945;945;1;"How do you translate ""credit"" in Turkish ?";kretı;ditan;kredı;kredi;4;
946;946;1;"How do you translate ""difference"" in Turkish ?";benzelik;benzerlik;farklılık;farlılık;3;
947;947;1;"How do you translate ""exit"" in Turkish ?";şıkış;sıkış;çıkış;tıkış;3;
948;948;1;"How do you translate ""some of which"" in Turkish ?";bazısı;bazen;bazeni;bazenden;1;
949;949;1;"How do you translate ""cure, treatment"" in Turkish ?";predavi;çedavi;tedavi;dedavi;3;
950;950;1;"How do you translate ""to divide"" in Turkish ?";bölmek;bolmak;sulmak;tenmek;1;
951;951;1;"How do you translate ""agriculture"" in Turkish ?";bağcılık;agaçta;ukulm;tarım;4;
952;952;1;"How do you translate ""visit, call"" in Turkish ?";deryet;sermet;şikayet;ziyaret;4;
953;953;1;"How do you translate ""expert, specialist"" in Turkish ?";espert;duznan;ponan;uzman;4;
954;954;1;"How do you translate ""to upset, to sadden"" in Turkish ?";nefremek;üzmek;uzmek;tanmak;2;
955;955;1;"How do you translate ""representation"" in Turkish ?";cumsil;semsil;temsil;terekil;3;
956;956;1;"How do you translate ""to plant, to erect"" in Turkish ?";çatlamak;dikmek;dilmek;ferdesiz;2;
957;957;1;"How do you translate ""straight, steep, upright"" in Turkish ?";teren;perenez;dik;lik;3;
958;958;1;"How do you translate ""intensity, severity, violence"" in Turkish ?";siddet;teddet;şiddet;seddet;3;
959;959;1;"How do you translate ""to plant, to spread"" in Turkish ?";nirtmek;ekmek;pelekmek;sanmak;2;
960;960;1;"How do you translate ""supplement, appendix"" in Turkish ?";berek;ek;teler;serti;2;
961;961;1;"How do you translate ""in spite of"" in Turkish ?";parşın;kerşin;kar;karaşın;3;
962;962;1;"How do you translate ""to disappear, to vanish"" in Turkish ?";berekmek;dulmek;yitmek;yantamak;3;
963;963;1;"How do you translate ""green"" in Turkish ?";mor;mavi;yeşil;pembe;3;
964;964;1;"How do you translate ""internet"" in Turkish ?";zor;internet;belen;nette;2;
965;965;1;"How do you translate ""baby"" in Turkish ?";abla;bebek;teyze;amca;2;
966;966;1;"How do you translate ""to calculate, to estimate"" in Turkish ?";hesaplamak;besaplamak;besaplamak;unmak;1;
967;967;1;"How do you translate ""cooker, oven, January"" in Turkish ?";hesap;socak;terence;ocak;4;
968;968;1;"Translate ""citizen"" in Turkish.";vatandas;vatandaş;sakin;yurttas;2;
969;969;1;"Translate ""balance"" in Turkish.";küvet;çatal;kaşık;denge;4;
970;970;1;"Translate ""peace"" in Turkish.";barış;savaş;muharebe;harp;1;
971;971;1;"Translate ""to make peace, to reconcile"" in Turkish.";barısmak;permek;tenermek;barışmak;4;
972;972;1;"Translate ""average, mean"" in Turkish.";en üst sınır;en az miktar;kilit;ortalama;4;
973;973;1;"Translate ""interpretation, comment"" in Turkish.";yorum;anmac;gurgun;fertelağın;1;
974;974;1;"Translate ""mistake, error, fault"" in Turkish.";hata;kilin;cevap;mermela;1;
975;975;1;"Translate ""obstacle, difficulty, handicap"" in Turkish.";marlağın;semel;engel;ikolij;3;
976;976;1;"Translate ""civil servant, bureaucrat"" in Turkish.";nazır;bakan;tenur;memur;4;
977;977;1;"Translate ""to leave, to move away"" in Turkish.";yakınlaşmak;binleşmek;uzaklaşmak;kilirginmek;3;
978;978;1;"Translate ""hill, top"" in Turkish.";kile;tepe;sepe;ponme;2;
979;979;1;"Translate ""negative"" in Turkish.";perekli;olumlu;olumsuz;serterli;3;
980;980;1;"Translate ""follow-up, pursuing"" in Turkish.";berle;takip;makip;inliep;2;
981;981;1;"Translate ""self, essence"" in Turkish.";oz;öz;ez;es;2;
982;982;1;"Translate ""to manage, to rule, to govern"" in Turkish.";sönetmek;dönetmek;yönetmek;günlemek;3;
983;983;1;"Translate ""customer"" in Turkish.";klien;müşteri;muşteri;müsteri;2;
984;984;1;"Translate ""reader"" in Turkish.";okur;okuran;duyu;mertep;1;
985;985;1;"Translate ""group, community"" in Turkish.";ğohan;topluluk;erdan;lulan;2;
986;986;1;"Translate ""local"" in Turkish.";yerel;cümlete;sümlerti;oygun;1;
987;987;1;"Translate ""fee, wage"" in Turkish.";sükret;sucret;ücret;ucret;3;
988;988;1;"Translate ""consciousness"" in Turkish.";bilinç;bilinc;satranç;satranc;1;
989;989;1;"Translate ""input"" in Turkish.";girdi;gerdi;dildi;gildi;1;
990;990;1;"Translate ""ship, vessel"" in Turkish.";gelmi;gemi;girmi;varmi;2;
991;991;1;"Translate ""to make an appointment, to agree"" in Turkish.";sözlesmek;dözleşmek;tununlemek;sözleşmek;4;
992;992;1;"Translate ""examination, exam"" in Turkish.";sınav;sinav;senev;siniv;1;
993;993;1;"Translate ""to rain, to snow"" in Turkish.";yarmak;yanmak;yağmak;bilanmak;3;
994;994;1;"Translate ""oil, fat"" in Turkish.";yar;yağ;lağ;yarat;2;
995;995;1;"Translate ""fact, case"" in Turkish.";oldu;olgu;melgi;bilin;2;
996;996;1;"Translate ""intellectual"" in Turkish.";cömert;uygun;mercimek;aydın;4;
997;997;1;"Translate ""light, easy"" in Turkish.";kayif;hafif;sortak;zayif;2;
998;998;1;"Translate ""danger"" in Turkish.";yara;barış;tehlike;süspans;3;
999;999;1;"Translate ""education, instruction"" in Turkish.";sergileme;öğretim;ögretim;ogretim;2;
1000;1000;1;"Translate ""pen, pencil"" in Turkish.";kalem;kitep;kilem;pilav;1;
1001;1001;1;"Translate ""to publish, to broadcast"" in Turkish.";yakınlamak;layınlamak;sayınlamak;yayınlamak;4;
1002;1002;1;"Translate ""accident"" in Turkish.";seza;leka;baza;kaza;4;
1003;1003;1;"Translate ""string (of beads), row, series"" in Turkish.";duz;dizi;buz;orp;2;
1004;1004;1;"Translate ""to perceive, to realize"" in Turkish.";agılamak;okurmak;seğlemek;algılamak;4;
1005;1005;1;"Translate ""valuable"" in Turkish.";değerli;biçilmez;degerli;zararsız;1;
1006;1006;1;"Translate ""definition"" in Turkish.";deyim;ifade;tanım;delalet;3;
1007;1007;1;"Translate ""modern"" in Turkish.";modern;sun;eski;modarn;1;
1008;1008;1;"Translate ""cost"" in Turkish.";malıyet;meliyet;maliyet;vergi;3;
1009;1009;1;"Translate ""tie"" in Turkish.";bar;ban;bağ;bat;3;
1010;1010;1;"Translate ""south"" in Turkish.";doğu;bazı;güney;kuzey;3;
1011;1011;1;"Translate ""suggestion, proposal"" in Turkish.";oneri;aneri;öneri;üneri;3;
1012;1012;1;"Translate ""number, piece"" in Turkish.";adet;tame;dela;defa;1;
1013;1013;1;"Translate ""interval, gap, December"" in Turkish.";lasım;aralık;kasım;çasım;2;
1014;1014;1;"Translate ""to wipe up"" in Turkish.";silmek;bilmek;girmek;sinmek;1;
1015;1015;1;"Translate ""theater, drama as an art"" in Turkish.";meydan;kütüphane;tiyatro;teater;3;
1016;1016;1;"Translate ""aunt, father’s sister"" in Turkish.";hala;anne;amca;teyse;1;
1017;1017;1;"Translate ""airplane"" in Turkish.";uçak;unak;kazam;lenal;1;
1018;1018;1;"Translate ""esteem, regard, prestige"" in Turkish.";dikkat;telo;itibar;ihtiyat;3;
1019;1019;1;"Translate ""in charge, on duty"" in Turkish.";ihtiyatlı;tedbirli;görevli;işsiz;3;
1020;1020;1;"Translate ""smell, odor"" in Turkish.";ses;kirku;koku;seski;3;
1021;1021;1;"Translate ""quality"" in Turkish.";kalite;temel;maliyet;yokluk;1;
1022;1022;1;"Translate ""guess, estimation"" in Turkish.";tahmin;kuşkusuzluk;estin;farpan;1;
1023;1023;1;"Translate ""to get used to"" in Turkish.";çalışmak;çalmak;alışmak;seslemek;3;
1024;1024;1;"Translate ""medicine, drug"" in Turkish.";ilas;ilap;ilaç;bat;3;
1025;1025;1;"Translate ""analysis"" in Turkish.";analis;analız;analise;analiz;4;
1026;1026;1;"Translate ""responsible"" in Turkish.";dikkatsiz;dikkatli;sorumsuz;sorumlu;4;
1027;1027;1;"Translate ""revolution"" in Turkish.";devret;rekabet;ayaklama;devrim;4;
1028;1028;1;"Translate ""appreciation"" in Turkish.";empilmen;takdir;temeldir;analis;2;
1029;1029;1;"Translate ""tradition, custom"" in Turkish.";buluş; icat;gelenek;içat;3;
1030;1030;1;"Translate ""benefit"" in Turkish."; icat;borç;borc;yarar;4;
1031;1031;1;"Translate ""forest, wood"" in Turkish.";masa;çiçek;orman;kordon;3;
1032;1032;1;"Translate ""level"" in Turkish.";avantaj;seviye;tüzük;tülük;2;
1033;1033;1;"Translate ""risk"" in Turkish.";temiz;skan;risk; icat;3;
1034;1034;1;"Translate ""line"" in Turkish.";elin;dörtgen;hat;çember;3;
1035;1035;1;"Translate ""cultural"" in Turkish.";tarihi;kültürel;kurumsal;duygusal;2;
1036;1036;1;"Translate ""sleep"" in Turkish.";uyanmak;uyku;ara;saram;2;
1037;1037;1;"Translate ""gentleman"" in Turkish.";köt;efendi;serpendi;çermedi;2;
1038;1038;1;"Translate ""actually, really"" in Turkish.";asla;tamam;doğrusu;için;3;
1039;1039;1;"Translate ""pocket"" in Turkish.";tavan;elbise;cep;çekmece;3;
1040;1040;1;"Translate ""philosophy"" in Turkish.";buluş;mevzu;felsefe;konu;3;
1041;1041;1;"Translate ""journey, time"" in Turkish.";kiz;sefer;difa;tim;2;
1042;1042;1;"Translate ""net, network"" in Turkish.";çiliğimin;ağ;borç;lam;2;
1043;1043;1;"Translate ""kind, sort, variety"" in Turkish.";cesit;çeşit;çesit;ceşit;2;
1044;1044;1;"Translate ""finger, toe"" in Turkish.";rarmak;parmak;barmak;carmak;2;
1045;1045;1;"Translate ""to become smooth, to improve"" in Turkish.";güzelmek;büzelmek;düzelmek;lüzelmek;3;
1046;1046;1;"Translate ""authorized"" in Turkish.";yasaklı;şetkili;yetkili;izinsiz;3;
1047;1047;1;"Translate ""beauty, kindness"" in Turkish.";güzellik;çirkinlik;cimrilik;pintilik;1;
1048;1048;1;"Translate ""machine"" in Turkish.";makine;machine;mekine;mikine;1;
1049;1049;1;"Translate ""artist, craftsman"" in Turkish.";sanatçı;sanatcı;sanattı;samattı;1;
1050;1050;1;"Translate ""to jump, to skip"" in Turkish.";lamak;anamak;atlamak;panamak;3;
1051;1051;1;"Translate ""soon, almost, nearly"" in Turkish.";peredeyse;neredeyse;teredeyse;peredeyşe;2;
1052;1052;1;"Translate ""to rejoin, to reunite, to reach"" in Turkish.";kabuşmak;katuşmak;kavuşmak;kavusmak;3;
1053;1053;1;"Translate ""tooth, tusk"" in Turkish.";diş;dis;dış;dıs;1;
1054;1054;1;"Translate ""rivalry, competition"" in Turkish.";deledi;rekabet;borç;ortalama;2;
1055;1055;1;"Translate ""literature"" in Turkish.";sedebiyat;edebiyat;hesaplama;birten;2;
1056;1056;1;"Translate ""scope, extent"" in Turkish.";benlem;kapsam;pepsem;orlama;2;
1057;1057;1;"Translate ""cinema"" in Turkish.";sinema;synema;cinema;zurnedin;1;
1058;1058;1;"Translate ""tendency, inclination"" in Turkish.";eğilim;diş;perk;keredimi;1;
1059;1059;1;"Translate ""ability, capability, talent"" in Turkish.";ilinik;atanak;yetenek;betenek;3;
1060;1060;1;"Translate ""sport"" in Turkish.";tarih;acelesizlik;spor;edebiyat;3;
1061;1061;1;"Translate ""headgear, headline, title"" in Turkish.";telik;dekikli;basnilik;başlık;4;
1062;1062;1;"Translate ""safe, secure, sure"" in Turkish.";dikkatli;tehlikeli;emin;riskli;3;
1063;1063;1;"Translate ""mass, crowd of people"" in Turkish.";azlık;kisibol;kitle;az sayı;3;
1064;1064;1;"Translate ""channel"" in Turkish.";kanel;kanal;yetenek;tekel;2;
1065;1065;1;"Translate ""hotel"" in Turkish.";motel;otele;otel;hotel;3;
1066;1066;1;"Translate ""simple"" in Turkish.";karmaşık;kolay;basit;zor;3;
1067;1067;1;"Translate ""above all, especially, in particular"" in Turkish.";hele;sele;pele;meke;1;
1068;1068;1;"Translate ""September"" in Turkish.";eylül;kasım;haziran;aralık;1;
1069;1069;1;"Translate ""right, rightful"" in Turkish.";berğe;haklı;belğe;serğe;2;
1070;1070;1;"Translate ""to burst, to explode"" in Turkish.";pazartmak;patlamak;patmak;matlamak;2;
1071;1071;1;"Translate ""development, growth"" in Turkish.";gelisim;sabit;gelişim;inisim;3;
1072;1072;1;"Translate ""circle, apartment, flat"" in Turkish.";bahçe;daire;ev;bina;2;
1073;1073;1;"Translate ""proposal, offer"" in Turkish.";terlek;kleyef;teklif;seylet;3;
1074;1074;1;"Translate ""black, dark"" in Turkish.";pembe;siyah;beyaz;sarı;2;
1075;1075;1;"Translate ""to attain, to reach"" in Turkish.";ermek;almak;yemek;etmek;1;
1076;1076;1;"Translate ""private"" in Turkish.";er;es;et;em;1;
1077;1077;1;"Translate ""rain"" in Turkish.";yağmur;yagmur;güneş;egzerte;1;
1078;1078;1;"Translate ""something"" in Turkish.";bişey;herşey;hepşey;birşey;4;
1079;1079;1;"Translate ""opinion, judgment"" in Turkish.";yapgı;yangı;yargı;yamgı;3;
1080;1080;1;"Translate ""attack"" in Turkish.";saldım;paldırı;belgen;saldırı;4;
1081;1081;1;"Translate ""never, by no means"" in Turkish.";mermoz;asla;ancak;sorldan;2;
1082;1082;1;"Translate ""excitement, thrill"" in Turkish.";sıkıl;heyecan;ses;moupet;2;
1083;1083;1;"Translate ""to remain silent"" in Turkish.";susmak;tutmak;nutmak;zertmak;1;
1084;1084;1;"Translate ""to load"" in Turkish.";yuklemek;yaklanmak;palanmak;yüklemek;4;
1085;1085;1;"Translate ""to like, to admire"" in Turkish.";beğenmek;sevmimek;savmak;begenmek;1;
1086;1086;1;"Translate ""shore, coast, bank"" in Turkish.";köy;koyu;teli;kıyı;4;
1087;1087;1;"Translate ""dream"" in Turkish.";nostalji;ruyu;mermonc;rüya;4;
1088;1088;1;"Translate ""back, dorsal side (of a person or animal)"" in Turkish.";kırt;nırt;pelırt;sırt;4;
1089;1089;1;"Translate ""to beat"" in Turkish.";yenmek;menelmek;pelmek;yermek;1;
1090;1090;1;"Translate ""player"" in Turkish.";sanatçı;koç;oyuncu;buyuncu;3;
1091;1091;1;"Translate ""to apply, to consult"" in Turkish.";aplamak;seltekmek;başvurmak;tetmek;3;
1092;1092;1;"Translate ""lie"" in Turkish.";yalan;balan;belen;milan;1;
1093;1093;1;"Translate ""to touch"" in Turkish.";dokunmak;dokmak;guvenmek;rutmak;1;
1094;1094;1;"Translate ""manner, attitude"" in Turkish.";setum;palum;belum;tutum;4;
1095;1095;1;"Translate ""matter, subject, case"" in Turkish.";koysus;melus;husus;susyus;3;
1096;1096;1;"Translate ""gold"" in Turkish.";gümüş;altın;altım;berek;3;
1097;1097;1;"Translate ""luck, chance"" in Turkish.";risk;şans;tehlike;sans;3;
1098;1098;1;"Translate ""mankind"" in Turkish.";insam;çevre;belkeniz;insanlık;4;
1099;1099;1;"Translate ""crowded"" in Turkish.";kalabalık;boş;dolu;gürültülü;1;
1100;1100;1;"Translate ""to foresee, to envisage"" in Turkish.";beğenmek;bedenmek;betenmek;öngörmek;4;
1101;1101;1;"Translate ""shut, closed, covered"" in Turkish.";çapalı;kapatı;kapanatlı;kapalı;4;
1102;1102;1;"Translate ""rotation, period, era"" in Turkish.";devir;menet;ponmot;bennet;1;
1103;1103;1;"Translate ""to turn over"" in Turkish.";devirmek;devenmek;tevenmek;çirmek;1;
1104;1104;1;"Translate ""things, belongings"" in Turkish.";makala;eşia;eşya;yaza;3;
1105;1105;1;"Translate ""presidency"" in Turkish.";başkanlık;vatandaşlık;baskanlık;başkalık;1;
1106;1106;1;"Translate ""independent"" in Turkish.";bağımsız;cömert;kibar;kötü;1;
1107;1107;1;"Translate ""sweet, pleasant, nice"" in Turkish.";sevinçli;tembel;dikkatli;tatlı;4;
1108;1108;1;"Translate ""budget"" in Turkish.";büdçe;budje;bütçe;bouce;3;
1109;1109;1;"Translate ""harmony, adaptation"" in Turkish.";çelev;uyum;uyun;beleç;2;
1110;1110;1;"Translate ""excessive, extremely"" in Turkish.";gürültülü; patırtılı;aşırı; neşeli;3;
1111;1111;1;"Translate ""standard"" in Turkish.";merlon;istisna;standart;stander;3;
1112;1112;1;"Translate ""journalist"" in Turkish.";gazeteci;dinleyici;journalcı;periodici;1;
1113;1113;1;"Translate ""scientific, scholarly"" in Turkish.";memkel;bilimsel;sanatsal;tembelsel;2;
1114;1114;1;"Translate ""neighbor"" in Turkish.";hasım;komşu;destekçi;şair;2;
1115;1115;1;"Translate ""happiness, joy"" in Turkish.";keder;kedersiz;mutluluk; gam;3;
1116;1116;1;"Translate ""cooperation"" in Turkish.";isbirliği;isbirli;işbirliği;eşbirliği;3;
1117;1117;1;"Translate ""attempt, enterprise, initiative"" in Turkish.";kirişim;peririşim;kiridişim;girişim;4;
1118;1118;1;"Translate ""function"" in Turkish.";berev;görev;serev;işlev;4;
1119;1119;1;"Translate ""inspection, control"" in Turkish.";tenelim;senelim;denelim;denetim;4;
1120;1120;1;"Translate ""electricity, electric"" in Turkish.";electrik;elektrik;cumletrik;sanatrık;2;
1121;1121;1;"Translate ""older sister"" in Turkish.";abı;bey;agabey;abla;4;
1122;1122;1;"Translate ""leaf"" in Turkish.";teneç;yaprak;bitki;ağaç;2;
1123;1123;1;"Translate ""criticism"" in Turkish.";eleştiri;kabul;irfan;hikmet;1;
1124;1124;1;"Translate ""wave"" in Turkish.";dalga;dalma;talma;salma;1;
1125;1125;1;"Translate ""coffee, café"" in Turkish.";kahve;kahfe;kafe;cafe;1;
1126;1126;1;"Translate ""civilian"" in Turkish.";syvil;civil;sivil;can;3;
1127;1127;1;"Translate ""to smile"" in Turkish.";gülümek;patırmak;gülümsemek;pasamak;3;
1128;1128;1;"Translate ""life"" in Turkish.";yapa;omur;semur;ömür;4;
1129;1129;1;"Translate ""quarrel, fight, struggle"" in Turkish.";pelga;çift;kavga;fırtına;3;
1130;1130;1;"Translate ""organ"" in Turkish.";organ;karp;baş;karaciğer;1;
1131;1131;1;"Translate ""about, concerning, relating to"" in Turkish.";bilig;için;dair;neden;3;
1132;1132;1;"Translate ""genius"" in Turkish.";aptal;dahi;dani;salak;2;
1133;1133;1;"Translate ""youth, the young"" in Turkish.";gençlik;eskilik;yaslikik;menlik;1;
1134;1134;1;"Translate ""to adopt, to internalize"" in Turkish.";memmek;silmek;benimsemek;selinmek;3;
1135;1135;1;"How do you say ""marriage"" in Turkish ?";evlilik;boşanma;ayrılma;ayrınma;1;
1136;1136;1;"How do you say ""memory"" in Turkish ?";anı;apı;açi;açil;1;
1137;1137;1;"How do you say ""emptiness"" in Turkish ?";suluk;boşluk;neluk;doluluk;2;
1138;1138;1;"How do you say ""to wash"" in Turkish ?";çıkamak;yıkamak;yikmek;zikamak;2;
1139;1139;1;"How do you say ""valid"" in Turkish ?";geçersiz;geçeler;hükümsüz;geçerli;4;
1140;1140;1;"How do you say ""winter"" in Turkish ?";güz;kış;yaz;sonbahar;2;
1141;1141;1;"How do you say ""invitation"" in Turkish ?";mercimek;faaliyet;etkinlik;davet;4;
1142;1142;1;"How do you say ""to command, to order"" in Turkish ?";fukurmak;buyurmak;buyunmak;çemmek;2;
1143;1143;1;"How do you say ""intervention, interference"" in Turkish ?";mücadahale;nenşe;benlem;müdahale;4;
1144;1144;1;"How do you say ""neighborhood, quarter"" in Turkish ?";şehir;penalle;sanalle;mahalle;4;
1145;1145;1;"How do you say ""pair, couple"" in Turkish ?";çeft;çift;çiğ;çik;2;
1146;1146;1;"How do you say ""delivery, submission"" in Turkish ?";pesmel;teslim;selin;uydun;2;
1147;1147;1;"How do you say ""to organize"" in Turkish ?";çekenmek;örgütlemek;uygunlamak;pekenmek;2;
1148;1148;1;"How do you say ""to disappear"" in Turkish ?";çirtinmek;selenmek;mekemek;kaybolmak;4;
1149;1149;1;"How do you say ""to distribute, to scatter"" in Turkish ?";yeteşmek;dağıtmak;atmak;dagıtmak;2;
1150;1150;1;"How do you say ""master, expert, artist"" in Turkish ?";usta;nista;nusta;presta;1;
1151;1151;1;"How do you say ""media"" in Turkish ?";solya;medina;medya;media;3;
1152;1152;1;"How do you say ""list"" in Turkish ?";liste;list;lyste;luste;1;
1153;1153;1;"How do you say ""bread"" in Turkish ?";yemek;ekek;ekmek;erkek;3;
1154;1154;1;"How do you say ""high school"" in Turkish ?";çelise;blise;lise;merme;3;
1155;1155;1;"How do you say ""hard, tough, strong"" in Turkish ?";zer;kolay;sert;mamort;3;
1156;1156;1;"How do you say ""country, homeland"" in Turkish ?";memleket;ulke;benmekli;sanert;1;
1157;1157;1;"How do you say ""work, labor"" in Turkish ?";parmata;sikine;emek;iz;3;
1158;1158;1;"How do you say ""glass"" in Turkish ?";galsa;galza;cam;çalam;3;
1159;1159;1;"How do you say ""to widen, to broaden"" in Turkish ?";binmek;çelmek;benamak;genişlemek;4;
1160;1160;1;"How do you say ""to push"" in Turkish ?";itmek;kirmak;anmak;bilmek;1;
1161;1161;1;"How do you say ""stray dog"" in Turkish ?";ip;if;it;in;3;
1162;1162;1;"How do you say ""dog"" in Turkish ?";kedi;tavşan;köpek;caner;3;
1163;1163;1;"How do you say ""skin, leather"" in Turkish ?";deri;beri;seri;teri;1;
1164;1164;1;"How do you say ""grandfather"" in Turkish ?";pepe;büyük baba;dede;bebe;3;
1165;1165;1;"How do you say ""direction"" in Turkish ?";dunlu;doğrultu;saberli;mulu;2;
1166;1166;1;"How do you say ""remark, word"" in Turkish ?";soz;oz;laf;malan;3;
1167;1167;1;"How do you say ""first of all"" in Turkish ?";öncelikle;ilke;uçunce;özellikle;1;
1168;1168;1;"How do you say ""to publish, to broadcast"" in Turkish ?";yayımlamak;yıkamak;çıkamak;çıkanmak;1;
1169;1169;1;"Which one of the following words means ""poet"" in Turkish ?";şaire;şair;şiir;tair;2;
1170;1170;1;"How do you say ""to kiss"" in Turkish ?";kesmek;öpmek;opmek;benetmek;2;
1171;1171;1;"How do you say ""sultan"" in Turkish ?";sulten;berek;bered;sultan;4;
1172;1172;1;"Choose the words that means ""establishment, facility"" in Turkish.";tanı;sağlam;benidu;tesis;4;
1173;1173;1;"How do you say ""democratic"" in Turkish ?";demokratic;democratic;demokratik;demokratiç;3;
1174;1174;1;"How do you say ""justice"" in Turkish ?";medalet;adalet;sikiyet;memlet;2;
1175;1175;1;"How do you say ""to interpret"" in Turkish ?";soynenmek;bunlamak;intimek;yorumlamak;4;
1176;1176;1;"How do you say ""ceremony"" in Turkish ?";teren;taran;türen;tören;4;
1177;1177;1;"How do you say ""missing, deficient"" in Turkish ?";comert;eksik;eksken;velan;2;
1178;1178;1;"How do you say ""plentiful, abundant"" in Turkish ?";biraz;az;örnek;bol;4;
1179;1179;1;"What is the translation of ""God"" in Turkish ?";mesi;tanrı;kili;tanli;2;
1180;1180;1;"How do you say ""religious"" in Turkish ?";tini;dini;gini;merakli;2;
1181;1181;1;"How do you say ""joy, delight, happiness"" in Turkish ?";sevinç;secinc;sevinz;sevinc;1;
1182;1182;1;"How do you say ""obligatory, compulsory"" in Turkish ?";zorunlu;kolaylı;bimci;selamlı;1;
1183;1183;1;"How do you say ""free"" in Turkish ?";ozg;bos;özgür;birinc;3;
1184;1184;1;"How do you say ""widespread, prevalent"" in Turkish ?";çilaç;yaygın;ilacin;selamcin;2;
1185;1185;1;"How do you say ""tight, firm"" in Turkish ?";zıkı;melo;sıkı;limi;3;
1186;1186;1;"How do you say ""to wave, to shake"" in Turkish ?";sallanmak;salamak;sallamak;senlemek;3;
1187;1187;1;"Which of these words means ""nose"" in Turkish ?";parmak;dudak;burun;kaç;3;
1188;1188;1;"How do you say ""healthy, strong"" in Turkish ?";kor;sağlam;gulsun;belaç;2;
1189;1189;1;"How do you say ""measure, precaution"" in Turkish ?";onlum;önlem;anaşa;anaç;2;
1190;1190;1;"How do you say ""journey, trip, voyage"" in Turkish ?";yalnızcı;benuculuk;yolculuk;korkmaç;3;
1191;1191;1;"How do you say ""to accuse"" in Turkish ?";eslenmek;suçlamak;suslamak;beslemek;2;
1192;1192;1;"Can you say ""likewise, thus, hence"" in Turkish ?";çalisim;nitokin;betorim;nitekim;4;
1193;1193;1;"How do you say ""passing, crossing, transition"" in Turkish ?";gecis;netis;salis;geçiş;4;
